slot,txns,cu,cu_percentage,rewards,leader,fees_count,fees_percentage,fees_average,fees_total,fees_max
16393060,175,20452369,0.6817456333333334,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,175,100,3558258259.0742855,622695195338,128094488642
16393420,132,12548344,0.41827813333333336,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,132,100,10864359761.939394,1434095488576,882305943135
16393780,138,13419423,0.4473141,,0x6d2e03b7EfFEae98BD302A9F836D0d6Ab0002766,138,100,2460522907.4927535,339552161234,34494575088
16394140,114,16464896,0.5488298666666667,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990,114,100,3148101345.3333335,358883553368,59756181250
16394500,123,12323752,0.41079173333333335,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990,123,100,2383312176.4227643,293147397700,42000000000
16394860,144,11683414,0.3894471333333333,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,144,100,3833897133.3402777,552081187201,300000000000
16395220,179,17448295,0.5816098333333334,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990,179,100,2233733294.458101,399838259708,75887512200
16395580,109,15220608,0.5073536,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,109,100,2054245472.3027523,223912756481,20469249972
16395940,133,15646532,0.5215510666666666,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990,133,100,2575200981.030075,342501730477,17000000000
16396300,329,17860787,0.5953595666666667,,0x57af10eD3469b2351AE60175d3C9B3740E1Bb649,329,100,1862727270.4559271,612837271980,54000000000
16396660,177,14151059,0.4717019666666667,,0x473780deAF4a2Ac070BBbA936B0cdefe7F267dFc,177,100,1348578693,238698428661,17957538347
16397020,130,11171583,0.3723861,,0x4675C7e5BaAFBFFbca748158bEcBA61ef3b0a263,130,100,1483526164.0307693,192858401324,10000000000
16397380,132,16123794,0.5374598,,0x199D5ED7F45F4eE35960cF22EAde2076e95B253F,132,100,12549115924.515152,1656483302036,704030359240
16397740,183,25089888,0.8363296,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,183,100,2793206148.7978144,511156725230,24107657274
16398100,118,11442008,0.38140026666666665,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990,118,100,1752217288.0169492,206761639986,24000000000
16398460,116,10888348,0.36294493333333333,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,116,100,4269446784.836207,495255827041,208874589111
16398820,441,27150291,0.9050097,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,441,100,1843785123.6621315,813109239535,105154800000
16399180,267,23361245,0.7787081666666666,,0x70A69fA317107dCf6Fc3e8c06d4fBFC49f2481Ca,267,100,4830039886.044944,1289620649574,96600250615
16399540,74,6178282,0.20594273333333332,,0x378cdc4E9E9BCcD7aEda011888ECF6A8528271FB,74,100,1801559539.7972972,133315405945,30000000000
16399900,146,13570631,0.4523543666666667,,0xd2090025857B9C7B24387741f120538E928A3a59,146,100,2824743955.5136986,412412617505,35534771550
16400260,170,13612772,0.45375906666666666,,0xD73D7042f67D2081bf3E709934C48433542ebe4A,170,100,3918033770.105882,666065740918,270395970022
16400620,111,15835006,0.5278335333333334,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,111,100,2822018799.963964,313244086796,42542825268
16400980,143,15427493,0.5142497666666667,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,143,100,3209318241.034965,458932508468,38902001766
16401340,155,19071252,0.6357084,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,155,100,4103505356.1225805,636043330199,121679092938
16401700,190,16670261,0.5556753666666666,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990,190,100,5147998021.08421,978119624006,498729958199
16402060,147,18414582,0.6138194,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,147,100,2801865042.0816326,411874161186,43000000000
16402420,133,19704294,0.6568098,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,133,100,3594906369.458647,478122547138,195390598163
16402780,158,15049828,0.5016609333333333,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,158,100,2867566357.537975,453075484491,86545046881
16403140,251,21712463,0.7237487666666667,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,251,100,2152032561.1593623,540160172851,26000000000
16403500,105,8981996,0.2993998666666667,,0x4675C7e5BaAFBFFbca748158bEcBA61ef3b0a263,105,100,1781216210.6,187027702113,21016538055
16403860,152,11647787,0.38825956666666667,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,152,100,2233668817.9144735,339517660323,69000000000
16404220,140,11734811,0.39116036666666665,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5,140,100,2005883197.5714285,280823647660,27120176731
