slot,txns,cu,cu_percentage,rewards,leader,fees_count,fees_percentage,fees_average,fees_total,fees_max
171578947,0,0,0,0,EJQfuuRgKngEE199LYyqAdNqmE3Ms5EMwLa7F7a4PuWA,,,,,
171587588,2293,26025589,0.5421997708333334,6158656,3fpcsJ2WPdrmpjVVA5Lmv4m9Qx5xqND1xJhFprDSjWJ4,86,0.037505451373746,14911,1282312,110000
171596229,1693,66735016,1.3903128333333334,4396827,32G1W4XLPcPBw9goEg5WyYoq5LS9kK63uRVMeRsPFjDf,199,0.11754282339043,6652,1323654,26700
171604870,2237,67465517,1.4055316041666666,6063848,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,236,0.10549843540456,8994,2122695,709810
171613511,1199,17760258,0.370005375,3154939,A1GgCvSs374GeXguQk1u91sWSLZqGVUsfJ4B4KrKjEhp,55,0.045871559633028,10725,589877,59430
171622152,3532,21395729,0.4457443541666667,9031197,646wp7gnRUojM2TSSDZJvXrxWcZ7DYAnLMD4HmrUTxGq,83,0.023499433748584,9848,817394,111984
171630793,3017,29227282,0.6089017083333333,8218958,9bkyxgYxRrysC1ijd6iByp9idn112CnYTw243fdH2Uvr,130,0.043089161418628,15407,2002915,123513
171639434,2073,36598650,0.762471875,7811054,XkCriyrNwS3G4rzAXtG5B1nnvb5Ka1JtCku93VqeKAr,133,0.064158224794983,44527,5922107,1005000
171648075,1665,52860612,1.10126275,5353625,G72oBA9cRYUzR8Q9oLvJcNRx5ovcDGFvHsbZKp1BT75W,148,0.088888888888889,21096,3122249,166917
171656716,3680,52871600,1.1014916666666668,10854509,Cs23cJMRuahuKh5oNhVmLhM2UrtaZLULLF3HqrxfTnHc,159,0.04320652173913,25811,4104018,346569
171665357,1317,59163204,1.23256675,3822869,Certusm1sa411sMpV9FPqU5dXAYhmmhygvxJ23S6hJ24,171,0.12984054669704,11203,1915738,105000
171673998,2486,59425914,1.238039875,8718256,Dsx767ApcHX689ViFHTUMeJ7V6vLaNH29JSk8jv6Q5mS,138,0.055510860820595,41279,5696512,505990
171682639,1872,67249897,1.4010395208333333,4808256,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,171,0.091346153846154,6500,1111511,17600
171691280,1056,7546462,0.15721795833333332,2793461,CDCxrHttQgbubSHAsyKqBZgJVVVaMKeuY4Lzu2ttQ5Hm,33,0.03125,14301,471922,149410
171699921,3106,31054502,0.6469687916666667,8001751,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,122,0.039278815196394,8881,1083502,44590
171708562,2049,68427998,1.4255832916666666,5236988,Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA,185,0.09028794533919,6238,1153975,17600
171717203,1852,68277661,1.4224512708333332,4771885,LA1NEzryoih6CQW3gwQqJQffK2mKgnXcjSQZSRpM3wc,164,0.088552915766739,6730,1103770,29000
171725844,4309,46703903,0.9729979791666666,11471405,AkEnJcmndM1VrW8KZABrumBZFET9Yt1VuuDkocMb4KtB,132,0.030633557669993,15589,2057809,544860
171734485,591,68167567,1.4201576458333334,3355045,EgxVyTgh2Msg781wt9EsqYx4fW8wSvfFAHGLaJQjghiL,157,0.26565143824027,28918,4540090,368748
171743126,2759,55809786,1.162703875,7181416,2qprVNLV2BP3yApsiFgXoArtsX2oqX3hi7XsKo1vSDVP,163,0.059079376585719,8484,1382831,29000
171751767,1061,69509429,1.4481131041666666,3201746,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,152,0.14326107445806,12227,1858491,626680
171760408,3328,56312808,1.1731835,8875226,FbYX2uN573G5WsgiPdHU6fS5PNUyjdXfGfpZNkYUuT4k,172,0.051682692307692,11456,1970451,25511
171769049,2938,59761161,1.2450241875,7719924,EgxVyTgh2Msg781wt9EsqYx4fW8wSvfFAHGLaJQjghiL,157,0.053437712729748,9776,1534847,110000
